42,9
54,3881
57,27
58,7
59,18
60,244327
61,446
62,802
63,163
64,544
65,63
66,63480
67,13312
68,63
69,63
70,1154
71,203
72,693
73,1781
74,1916
75,621
76,557
77,940
78,12026
79,363
80,453
81,532
82,1791
83,452
84,420
85,797
86,367
87,378
88,375
89,4578
90,172
91,16117
92,699
93,184
94,228
95,1114
96,743
97,686
98,365
99,601
100,399
101,351
102,1018
103,3319
104,168
105,179
106,3169
107,729
108,102
109,327
110,244
111,207
112,111
113,380
114,618
115,249
116,96
117,1515
118,62
119,159
120,87
121,97
122,156
123,589
124,250
125,174
126,126
127,153
128,136
129,710
130,298
131,831
132,89
133,119
134,444
135,329
136,58
137,95
138,9890
139,695
140,429
141,88
142,2028
143,103
144,228
145,64
146,90
147,218
148,68
149,66
150,220
151,76
152,113
153,105
154,184
155,2099
156,302
157,54
158,86
159,296
160,355
161,57
162,62
163,113
164,101
165,191
166,198
167,80423
168,60
169,80
170,84
171,1419
172,335
173,59
174,95
175,634
176,115
177,126
178,73
179,178
180,86
181,71
182,301
183,650
184,75
185,68
186,81
187,579
188,144
189,118
190,79
191,83
192,102
193,74
194,73
195,348
196,62
197,58
198,88
199,442
200,106
201,87
202,93
203,150
204,148
205,52
206,75
207,153
208,84
209,74
210,380
211,80
212,59
213,58
214,2452
215,322
216,113
217,291
218,232
219,1106
220,63
221,86
222,61
223,118
224,51
225,53
226,74
227,67
228,64
229,73
230,68
231,56
232,34
233,81
234,87
235,972
236,144
237,73
238,64
239,143
240,177
241,76
242,116
243,132
244,121
245,77
246,72
247,673
248,86
249,181
250,71
251,489
252,212
253,53
254,67
255,156
256,59
257,77
258,99
259,96
260,87
261,116
262,154
263,76
264,385
265,23961
266,91
267,481
268,140
269,74
270,44
271,137
272,64
273,87
274,37
275,60
276,54
277,61
278,87
279,128
280,195
281,76
282,61
283,320
284,174
285,171
286,74
287,106
288,115
289,59
290,60
291,91
292,89
293,55
294,60
295,84
296,108
297,46
298,102
299,215
300,45
301,40
302,141
303,62
304,170
305,37
306,42
307,57
308,67
309,41
310,72
311,115
312,46
313,34
314,56
315,206
316,106
317,42
318,40
319,54
320,207
321,93
322,58
323,92
324,86
325,36
326,55
327,52
328,38
329,79
330,59
331,135
332,144
333,46
334,270
335,57
336,79
337,31
338,35
339,100
340,44
341,83
342,87
343,76
344,21
345,42
346,28
347,202
348,404
349,27
350,23
351,48
352,52
353,41
354,28
355,882
356,47
357,41
358,79
359,193
360,67
361,75
362,297
363,153
364,179
365,168
366,159
367,58
368,90
369,28
370,33
371,44
372,50
373,38
374,77
375,66
376,76
377,32
378,48
379,73
380,221
381,38
382,40
383,87
384,180
385,41
386,382
387,45
388,42
389,31
390,42
391,88
392,124
393,36
394,35
395,595
396,78
397,42
398,82
399,51
400,46
401,58
402,80
403,43
404,69
405,36
406,40
407,89
408,52
409,60
410,29
411,77
412,46
413,37
414,70
415,40
416,58
417,26
418,64
419,55
420,51
421,26
422,58
423,75
424,71
425,44
426,59
427,93
428,89
429,32
430,96
431,185
432,47
433,52
434,44
435,60
436,60
437,38
438,49
439,59
440,57
441,40
442,53
443,156
444,253
445,39
446,41
447,98
448,127
449,49
450,48
451,56
452,50
453,156
454,38
455,83
456,47
457,40
458,31
459,165
460,204
461,54
462,47
463,70
464,58
465,45
466,94
467,53
468,42
469,58
470,46
471,154
472,117
473,56
474,93
475,98
476,185
477,48
478,51
479,51
480,55
481,100
482,65
483,63
484,63
485,45
486,36
487,54
488,39
489,48
490,54
491,113
492,91
493,59
494,31
495,66
496,188
497,43
498,41
499,48
500,33
501,32
502,399
503,53
504,36
505,33
506,44
507,196
508,32
509,263
510,31
511,57
512,47
513,39
514,39
515,41
516,38
517,26
518,31
519,118
520,39
521,70
522,62
523,108
524,28
525,56
526,57
527,44
528,50
529,69
530,47
531,55
532,35
533,59
534,48
535,44
536,53
537,38
538,102
539,124
540,52
541,72
542,148
543,48
544,60
545,33
546,48
547,50
548,77
549,38
550,36
551,58
552,42
553,40
554,36
555,54
556,31
557,42
558,35
559,60
560,39
561,49
562,21
563,33
564,55
565,44
566,67
567,41
568,77
569,45
570,31
571,87
572,49
573,32
574,81
575,138
576,78
577,62
578,146
579,76
580,47
581,31
582,46
583,45
584,47
585,52
586,51
587,76
588,32
589,30
590,2869
591,52
592,34
593,21
594,23
595,35
596,33
597,11
598,34
599,94
600,21
601,36
602,27
603,74
604,39
605,29
606,50
607,57
608,271
609,26
610,35
611,27
612,27
613,32
614,24
615,49
616,31
617,35
618,59
619,51
620,25
621,33
622,32
623,41
624,54
625,26
626,33
627,39
628,24
629,37
630,48
631,62
632,53
633,39
634,27
635,48
636,33
637,26
638,19
639,31
640,42
641,30
642,84
643,38
644,34
645,52
646,76
647,53
648,31
649,35
650,52
651,53
652,26
653,27
654,25
655,44
656,40
657,34
658,13
659,26
660,20
661,16
662,30
663,34
664,29
665,28
666,22
667,44
668,25
669,26
670,18
671,25
672,16
673,31
674,27
675,32
676,48
677,35
678,26
679,46
680,91
681,84
682,18
683,73
684,56
685,39
686,17
687,67
688,28
689,35
690,87
691,49
692,23
693,25
694,48
695,32
696,16
697,18
698,35
699,85
700,25
701,17
702,23
703,28
704,16
705,27
706,25
707,28
708,30
709,12
710,25
711,46
712,18
713,29
714,36
715,62
716,31
717,26
718,27
719,42
720,21
721,27
722,13
723,39
724,161
725,23
726,23
727,120
728,28
729,39
730,38
731,41
732,24
733,22
734,15
735,29
736,23
737,28
738,37
739,45
740,27
741,25
742,37
743,30
744,66
745,22
746,585
747,103
748,37
749,22
750,40
751,35
752,37
753,25
754,20
755,44
756,25
757,50
758,16
759,32
760,29
761,47
762,24
763,182
764,105
765,22
766,43
767,25
768,40
769,29
770,71
771,20
772,35
773,19
774,31
775,41
776,33
777,33
778,21
779,56
780,134
781,26
782,33
783,68
784,16
785,20
786,31
787,24
788,27
789,23
790,27
791,31
792,67
793,32
794,28
795,125
796,34
797,50
798,104
799,36
800,74
801,28
802,22
803,21
804,48
805,43
806,30
807,30
808,22
809,38
810,31
811,53
812,105
813,29
814,32
815,48
816,32
817,22
818,24
819,23
820,21
821,15
822,25
823,23
824,18
825,16
826,12
827,50
828,50
829,23
830,19
831,28
832,25
833,18
834,20
835,63
836,28
837,12
838,21
839,39
840,40
841,30
842,15
843,44
844,25
845,17
846,20
847,33
848,22
849,17
850,37
851,452
852,21
853,19
854,16
855,23
856,42
857,27
858,24
859,26
860,146
861,21
862,17
863,39
864,25
865,14
866,18
867,85
868,50
869,14
870,19
871,37
872,12
873,17
874,20
875,36
876,23
877,18
878,16
879,31
880,25
881,14
882,21
883,44
884,30
885,21
886,37
887,47
888,18
889,18
890,36
891,26
892,34
893,21
894,18
895,27
896,37
897,35
898,25
899,26
900,25
901,40
902,17
903,22
904,19
905,18
906,24
907,71
908,26
909,19
910,22
911,55
912,32
913,19
914,29
915,38
916,17
917,19
918,674
919,34
920,23
921,23
922,46
923,49
924,42
925,27
926,16
927,34
928,15
929,42
930,18
931,41
932,26
933,18
934,11
935,31
936,23
937,27
938,29
939,34
940,11
941,16
942,25
943,18
944,12
945,8
946,16
947,30
948,22
949,21
950,8
951,26
952,108
953,22
954,40
955,99
956,11
957,28
958,27
959,28
960,15
961,20
962,20
963,43
964,8
965,23
966,21
967,37
968,27
969,24
970,23
971,28
972,34
973,22
974,22
975,37
976,22
977,18
978,35
979,67
980,23
981,10
982,6
983,20
984,29
985,28
986,25
987,43
988,38
989,15
990,14
991,32
992,21
993,21
994,23
995,23
996,26
997,25
998,29
999,28
1000,33
1001,48
1002,48
1003,40
1004,20
1005,25
1006,30
1007,32
1008,40
1009,20
1010,31
1011,26
1012,33
1013,23
1014,42
1015,49
1016,22
1017,26
1018,37
1019,34
1020,48
1021,20
1022,33
1023,48
1024,20
1025,24
1026,23
1027,17
1028,29
1029,30
1030,36
1031,17
1032,22
1033,15
1034,13
1035,29
1036,36
1037,50
1038,17
1039,15
1040,28
1041,12
1042,13
1043,19
1044,25
1045,11
1046,28
1047,12
1048,23
1049,18
1050,21
1051,53
1052,26
1053,31
1054,75
1055,58
1056,24
1057,40
1058,26
1059,27
1060,15
1061,9
1062,87
1063,41
1064,27
1065,28
1066,24
1067,28
1068,22
1069,17
1070,12
1071,26
1072,26
1073,42
1074,37
1075,18
1076,51
1077,18
1078,47
1079,24
1080,58
1081,37
1082,28
1083,42
1084,27
1085,13
1086,13
1087,28
1088,35
1089,24
1090,17
1091,23
1092,22
1093,28
1094,60
1095,35
1096,34
1097,14
1098,32
1099,32
1100,28
1101,5
1102,176
1103,29
1104,28
1105,16
1106,17
1107,25
1108,22
1109,22
1110,13
1111,22
1112,19
1113,14
1114,23
1115,23
1116,31
1117,22
1118,20
1119,24
1120,16
1121,57
1122,16
1123,20
1124,29
1125,12
1126,25
1127,26
1128,24
1129,13
1130,19
1131,100
1132,35
1133,20
1134,16
1135,39
1136,18
1137,7
1138,23
1139,22
1140,15
1141,13
1142,18
1143,27
1144,18
1145,25
1146,8
1147,47
1148,70
1149,17
1150,27
1151,11
1152,27
1153,11
1154,12
1155,45
1156,21
1157,27
1158,20
1159,26
1160,27
1161,7
1162,20
1163,30
1164,25
1165,23
1166,25
1167,62
1168,11094
1169,13
1170,10
1171,113
1172,14
1173,47
1174,55
1175,20
1176,28
1177,22
1178,15
1179,28
1180,18
1181,16
1182,14
1183,31
1184,45
1185,22
1186,15
1187,22
1188,29
1189,10
1190,15
1191,24
1192,24
1193,25
1194,32
1195,15
1196,14
1197,12
1198,15
1199,26
1200,33
1201,20
1202,17
1203,17
1204,109
1205,8
1206,10
1207,18
1208,9
1209,13
1210,8
1211,24
1212,19
1213,8
1214,25
1215,29
1216,52
1217,4
1218,14
1219,10
1220,5
1221,8
1222,22
1223,26
1224,24
1225,7
1226,10
1227,12
1228,16
1229,26
1230,86
1231,19
1232,20
1233,31
1234,8
1235,4912
1236,23
1237,12
1238,10
1239,2262
1240,10
1241,10
1242,23
1243,12
1244,10
1245,36
1246,7
1247,30
1248,207
1249,7
1250,26
1251,8
1252,6
1253,13
1254,141
1255,19
1256,11
1257,9
1258,12
1259,20
1260,15
1261,10
1262,14
1263,45
1264,23
1265,7
1266,1586
1267,19
1268,9
1269,12
1270,22
1271,28
1272,8
1273,18
1274,31
1275,17
1276,21
1277,26
1278,94
1279,14
1280,206
1281,14
1282,35
1283,19
1284,11
1285,20
1286,59
1287,16
1288,17
1289,20
1290,26
1291,13
1292,56
1293,33
1294,258
1295,42
1296,16
1297,21
1298,52
1299,13
1300,13
1301,16
1302,27
1303,29
1304,14
1305,29
1306,33
1307,19
1308,11
1309,17
1310,48
1311,25
1312,9
1313,10
1314,4224
1315,9
1316,15
1317,12
1318,35
1319,11
1320,11
1321,10
1322,17
1323,13
1324,17
1325,7
1326,16
1327,44
1328,29
1329,7
1330,15
1331,14
1332,10
1333,10
1334,2809
1335,16
1336,13
1337,12
1338,23
1339,13
1340,45
1341,17
1342,54
1343,26
1344,38
1345,25
1346,83
1347,13
1348,16
1349,8
1350,61
1351,21
1352,24
1353,23
1354,62
1355,27
1356,22
1357,10
1358,25
1359,30
1360,18
1361,10
1362,33
1363,10
1364,23
1365,20
1366,47
1367,13
1368,10
1369,16
1370,24
1371,14
1372,14
1373,16
1374,26
1375,19
1376,9
1377,13
1378,44
1379,29
1380,21
1381,7
1382,37
1383,10
1384,13
1385,16
1386,23
1387,19
1388,10
1389,41
1390,36
1391,27
1392,16
1393,27
1394,18
1395,17
1396,32
1397,13
1398,16
1399,15
1400,13
1401,19
1402,38
1403,19
1404,6072
1405,24
1406,31
1407,23
1408,46
1409,8
1410,41
1411,19
1412,9
1413,5
1414,18055
1415,20
1416,91
1417,11
1418,376
1419,147
1420,16
1421,3
1422,43
1423,18
1424,4
1425,8
1426,15
1427,15
1428,7
1429,9
1430,24
1431,10
1432,6
1433,5
1434,3754
1435,14
1436,9
1437,5
1438,3831
1439,19
1440,23
1441,6
1442,15
1443,18
1444,18
1445,3
1446,7
1447,10
1448,40
1449,7
1450,16
1451,86
1452,3
1453,11
1454,536
1455,16
1456,13
1457,6
1458,11
1459,41
1460,7
1461,15
1462,15
1463,5
1464,8
1465,3
1466,42
1467,21
1468,19
1469,11
1470,13
1471,38
1472,9
1473,8
1474,96
1475,7
1476,9
1477,6
1478,69
1479,19
1480,16
1481,15
1482,6
1483,57
1484,5246
1485,7
1486,7
1487,9
1488,6
1489,13
1490,191
1491,11
1492,9
1493,10
1494,14
1495,14
1496,5
1497,6
1498,4
1499,27
1500,9
1501,4
1502,304
1503,19
1504,13
1505,9
1506,380
1507,12
1508,12
1509,13
1510,13
1511,11
1512,10
1513,4
1514,113626
